sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,week,game_num,season_type,G,GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_BA,batting_OBP,batting_SLG,batting_TB,batting_SF,batting_SH,AU_POINTS,pitching_W,pitching_L,pitching_ERA,pitching_SHO,pitching_CG,pitching_SV,pitching_IP_str,pitching_IP,pitching_QS,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,pitching_PI,pitching_PI_balls,pitching_PI_strikes,pitcing_game_score,fielding_position,fielding_IP_str,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_FLD%,fielding_CS,fielding_CS%,fielding_TC,fielding_CH,fielding_RF/9,type,teamId,homeTeamFlg
softball,v1,2020,2,0,0,,6,50,50,RHP,,Randi,Rupp,Randi Rupp,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,-42,0,0,62.99685,0,0,0,0.2,0.667,0,5,6,6,0,2,2,0,0,10.494752623688155,67.46626686656671,0.0,26.986506746626684,26.986506746626684,1.0,80.95952023988006,49,17,32,18.000999999999998,P,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,,Player,9,0
softball,v1,2020,2,0,0,,49,43,43,OF,,Michelle,Moultrie,Michelle Moultrie,1,1,1,1,,3,2,0,0,0,0,0,0,0,0,1,,,0,0.0,0.0,0.0,0,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,1,0,0,0,1.0,0,0.0,1,1,1.2857142857142858,Player,9,0
softball,v1,2020,2,0,0,,50,53,53,IF,,Sami,Fagan,Sami Fagan,,,1,,,3,3,1,1,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,9,0
softball,v1,2020,2,0,0,,37,52,52,IF,,Sam,Fischer,Sam Fischer,1,1,1,1,,3,3,1,2,0,0,1,2,0,0,1,,,0,0.667,0.667,1.667,5,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,,,1,1,0,0,1.0,0,0.0,2,2,,Player,9,0
softball,v1,2020,2,0,0,,40,3,3,LHP,,Danielle,O'Toole,Danielle O'Toole,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,8,0,1,8.75,0,0,0,4.0,4.0,0,7,5,5,0,1,5,0,0,2.0,15.75,0.0,2.25,11.25,5.0,11.25,95,35,71,32.0,P,4.0,4.0,0,1,0,0,1.0,0,0.0,1,1,2.25,Player,9,0
softball,v1,2020,2,0,0,,43,35,35,C,,Paige,Halstead,Paige Halstead,,,0,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,9,0
softball,v1,2020,2,0,0,,28,28,28,OF,,Haylie ,McCleney,Haylie  McCleney,,,1,,,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0.5,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,9,0
softball,v1,2020,2,0,0,,83,71,71,RHP,,Morgan,Foley,Morgan Foley,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,26,0,0,0.0,0,0,0,1.1,1.333,0,1,0,0,0,0,1,0,0,0.7501875468867217,6.751687921980495,0.0,0.0,6.751687921980495,inf,0.0,16,7,9,52.999,P,3.0,3.0,0,1,0,0,1.0,0,0.0,1,1,3.0,Player,9,0
softball,v1,2020,2,0,0,,29,29,29,IF,C,Tori,Vidales,Tori Vidales,1,1,1,1,,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.333,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,5.0,5.0,3,0,0,0,1.0,0,0.0,3,3,5.4,Player,9,0
softball,v1,2020,2,0,0,,46,12,12,C,,Taylor,Edwards,Taylor Edwards,,,1,,,3,2,0,0,0,0,0,0,1,0,0,,,0,0.0,0.333,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,9,0
