season,game_id,game_number,play_seq_num,narrative,home_team_id,home_team_score,away_team_id,away_team_score,offensive_team_id,offensive_team_score,defensive_team_id,defensive_team_score,inning,top_bottom_flag,outs,winning_team_id,action,hit_location,hit_location_description,batter_id,pitcher_id
2021,61,1,-1,Start of game,47,0,48,0,48,0,47,0,1,True,0,,,,,,
2021,61,1,1,V Hayward walked.,47,0,48,0,48,0,47,0,1,True,0,,BB,0,,3,40
2021,61,1,2,V Hayward stole second.,47,0,48,0,48,0,47,0,1,True,0,,,,,,
2021,61,1,3,H Flippen grounded out to 2b; V Hayward advanced to third.,47,0,48,0,48,0,47,0,1,True,0,,43,4,,21,40
2021,61,1,4,A Aguilar hit by pitch.,47,0,48,0,48,0,47,0,1,True,1,,HBP,0,,165,40
2021,61,1,5,A Aguilar advanced to second on a wild pitch.,47,0,48,0,48,0,47,0,1,True,1,,,,,,
2021,61,1,6,"D Sanders homered to left field, 3 RBI; A Aguilar scored; V Hayward scored.",47,0,48,3,48,3,47,0,1,True,1,48,HR 7 RBI3,7,left field,32,40
2021,61,1,7,N Taylor struck out swinging.,47,0,48,3,48,3,47,0,1,True,1,48,KS,0,,39,40
2021,61,1,8,G Svekis doubled down the rf line.,47,0,48,3,48,3,47,0,1,True,2,48,2B RL,9,rf line,23,40
2021,61,1,9,M Howe popped up to 3b.,47,0,48,3,48,3,47,0,1,True,2,48,P5,5,,76,40
2021,61,1,10,A Lorenz walked.,47,0,48,3,47,0,48,3,1,False,0,48,BB,0,,159,10
2021,61,1,11,S Romero reached on a fielder's choice; A Lorenz out at second 3b to 2b.,47,0,48,3,47,0,48,3,1,False,0,48,FC,0,,157,10
2021,61,1,12,J Warren flied out to rf.,47,0,48,3,47,0,48,3,1,False,1,48,F9,9,,30,10
2021,61,1,13,A Chidester lined out to 3b.,47,0,48,3,47,0,48,3,1,False,2,48,L5,5,,36,10
2021,61,1,14,M Zerkle struck out swinging.,47,0,48,3,48,3,47,0,2,True,0,48,KS,0,,84,40
2021,61,1,15,S Bates grounded out to 1b unassisted.,47,0,48,3,48,3,47,0,2,True,1,48,3UA,3,,198,40
2021,61,1,16,"V Hayward grounded out to 3b, bunt.",47,0,48,3,48,3,47,0,2,True,2,48,53 BU,5,,3,40
2021,61,1,17,A Urtez hit by pitch.,47,0,48,3,47,0,48,3,2,False,0,48,HBP,0,,9,10
2021,61,1,18,J Harper singled to center field; A Urtez advanced to second.,47,0,48,3,47,0,48,3,2,False,0,48,1B 8,8,center field,170,10
2021,61,1,19,"S Palacios out at first 3b to 2b, SAC; J Harper advanced to second; A Urtez advanced to third.",47,0,48,3,47,0,48,3,2,False,0,48,54 SAC,5,,7,10
2021,61,1,20,A Sanchez reached on a fielder's choice; J Harper advanced to third; A Urtez out at home 2b to c.,47,0,48,3,47,0,48,3,2,False,1,48,FC,0,,24,10
2021,61,1,21,J Jackson struck out swinging.,47,0,48,3,47,0,48,3,2,False,2,48,KS,0,,54,10
2021,61,1,22,H Flippen flied out to rf.,47,0,48,3,48,3,47,0,3,True,0,48,F9,9,,21,40
2021,61,1,23,A Aguilar flied out to lf.,47,0,48,3,48,3,47,0,3,True,1,48,F7,7,,165,40
2021,61,1,24,D Sanders grounded out to 2b.,47,0,48,3,48,3,47,0,3,True,2,48,43,4,,32,40
2021,61,1,25,A Lorenz struck out swinging.,47,0,48,3,47,0,48,3,3,False,0,48,KS,0,,159,10
2021,61,1,26,S Romero flied out to lf.,47,0,48,3,47,0,48,3,3,False,1,48,F7,7,,157,10
2021,61,1,27,J Warren flied out to lf.,47,0,48,3,47,0,48,3,3,False,2,48,F7,7,,30,10
2021,61,1,28,N Taylor popped up to ss.,47,0,48,3,48,3,47,0,4,True,0,48,P6,6,,39,40
