season,game_id,game_number,play_seq_num,narrative,home_team_id,home_team_score,away_team_id,away_team_score,offensive_team_id,offensive_team_score,defensive_team_id,defensive_team_score,inning,top_bottom_flag,outs,winning_team_id,action,hit_location,hit_location_description,batter_id,pitcher_id
2023,211,1,-1,Start of game,187,0,188,0,188,0,187,0,1,True,0,,,,,,
2023,211,1,1,H McCleney walked (3-1 KBBBB).,187,0,188,0,188,0,187,0,1,True,0,,BB,0,,28,171
2023,211,1,2,"Dropped foul ball, E2.",187,0,188,0,188,0,187,0,1,True,0,,E2 DF,2,,3,
2023,211,1,3,V Hayward walked (3-2 BBKFFBFB); H McCleney advanced to second.,187,0,188,0,188,0,187,0,1,True,0,,BB,0,,3,171
2023,211,1,4,M Davidson flied out to rf (0-2 KKF).,187,0,188,0,188,0,187,0,1,True,0,,F9,9,,310,171
2023,211,1,5,"Si Romero doubled to center field, RBI (1-2 KBK); V Hayward advanced to third, out at home cf to ss to c; H McCleney scored, unearned.",187,0,188,1,188,1,187,0,1,True,1,188,2B 8 RBI,8,center field,292,171
2023,211,1,6,S Fischer grounded out to 2b (1-0 B).,187,0,188,1,188,1,187,0,1,True,2,188,43,4,,37,171
2023,211,1,7,"A Lorenz homered to right field, RBI (1-0 B).",187,1,188,1,187,1,188,1,1,False,0,,HR 9 RBI,9,right field,159,656
2023,211,1,8,K Stewart-Hu reached on a throwing error by p (1-1 BK).,187,1,188,1,187,1,188,1,1,False,0,,E1T,1,,38,656
2023,211,1,9,"A Urtez out at first 1b to 2b, SAC (0-0); K Stewart-Hu advanced to second.",187,1,188,1,187,1,188,1,1,False,0,,34 SAC,3,,9,656
2023,211,1,10,H Flippen singled to shortstop (1-0 B); K Stewart-Hu advanced to third.,187,1,188,1,187,1,188,1,1,False,1,,1B 6,6,shortstop,21,656
2023,211,1,11,"E Piancastel singled to center field, RBI (2-0 BB); H Flippen advanced to third; K Stewart-Hu scored, unearned.",187,2,188,1,187,2,188,1,1,False,1,187,1B 8 RBI,8,center field,42,656
2023,211,1,12,G Svekis grounded into double play ss to 2b to 1b (1-2 KBK); E Piancastel out on the play.,187,2,188,1,187,2,188,1,1,False,1,187,643 GDP,6,,23,656
2023,211,1,13,D Gibson hit by pitch (2-2 BKBK).,187,2,188,1,188,1,187,2,2,True,0,187,HBP,0,,308,171
2023,211,1,14,D Wisz singled to left center (3-2 FKBBFB); D Gibson advanced to second.,187,2,188,1,188,1,187,2,2,True,0,187,1B LC,7,left center,657,171
2023,211,1,15,"R Becker popped up to 3b, bunt (0-0).",187,2,188,1,188,1,187,2,2,True,0,187,P5 BU,5,,722,171
2023,211,1,16,S Bates lined out to ss (3-1 BBKB).,187,2,188,1,188,1,187,2,2,True,1,187,L6,6,,198,171
2023,211,1,17,"H McCleney singled, advanced to second on a throwing error by cf, RBI (3-2 BBSBF); D Wisz advanced to third; D Gibson scored.",187,2,188,2,188,2,187,2,2,True,2,,1B E8T RBI,8,,28,171
2023,211,1,18,V Hayward walked (3-1 KBBBB).,187,2,188,2,188,2,187,2,2,True,2,,BB,0,,3,171
2023,211,1,19,"M Davidson homered to left field, 4 RBI (3-2 FBFBB); V Hayward scored; H McCleney scored; D Wisz scored.",187,2,188,6,188,6,187,2,2,True,2,188,HR 7 RBI4,7,left field,310,171
2023,211,1,20,Si Romero tripled to right field (0-0).,187,2,188,6,188,6,187,2,2,True,2,188,3B 9,9,right field,292,171
2023,211,1,21,O Alexander to p for A Denham.,187,2,188,6,188,6,187,2,2,True,2,188,,,,,
2023,211,1,22,S Fischer lined out to cf (3-2 KSBBFBF).,187,2,188,6,188,6,187,2,2,True,2,188,L8,8,,37,169
2023,211,1,23,DJ Sanders struck out swinging (3-2 BKKBBS).,187,2,188,6,187,2,188,6,2,False,0,188,KS,0,,32,656
2023,211,1,24,J Muffley grounded out to 2b (3-2 BBKFB).,187,2,188,6,187,2,188,6,2,False,1,188,43,4,,725,656
2023,211,1,25,M Zerkle grounded out to p (0-1 K).,187,2,188,6,187,2,188,6,2,False,2,188,13,1,,84,656
2023,211,1,26,D Gibson doubled down the lf line (1-1 SB).,187,2,188,6,188,6,187,2,3,True,0,188,2B LL,7,lf line,308,169
2023,211,1,27,D Wisz struck out looking (2-2 BKFBK).,187,2,188,6,188,6,187,2,3,True,0,188,KL,0,,657,169
2023,211,1,28,R Becker struck out looking (2-2 KBBKK).,187,2,188,6,188,6,187,2,3,True,1,188,KL,0,,722,169
2023,211,1,29,S Bates popped up to p (2-1 BKB).,187,2,188,6,188,6,187,2,3,True,2,188,P1,1,,198,169
2023,211,1,30,A Lorenz singled to pitcher (1-2 BKF).,187,2,188,6,187,2,188,6,3,False,0,188,1B 1,1,pitcher,159,656
2023,211,1,31,K Stewart-Hu grounded out to 1b unassisted (1-1 KB); A Lorenz advanced to second.,187,2,188,6,187,2,188,6,3,False,0,188,3UA,3,,38,656
2023,211,1,32,A Urtez lined out to 3b (0-1 K).,187,2,188,6,187,2,188,6,3,False,1,188,L5,5,,9,656
2023,211,1,33,H Flippen grounded out to 3b (3-2 KBBBF).,187,2,188,6,187,2,188,6,3,False,2,188,53,5,,21,656
2023,211,1,34,H McCleney walked (3-0 BBBB).,187,2,188,6,188,6,187,2,4,True,0,188,BB,0,,28,169
2023,211,1,35,V Hayward walked (3-2 KBKBBFB); H McCleney advanced to second.,187,2,188,6,188,6,187,2,4,True,0,188,BB,0,,3,169
2023,211,1,36,M Davidson hit by pitch (3-2 BBSKBFFF); V Hayward advanced to second; H McCleney advanced to third.,187,2,188,6,188,6,187,2,4,True,0,188,HBP,0,,310,169
2023,211,1,37,"Si Romero walked, RBI (3-2 SFBBBB); M Davidson advanced to second; V Hayward advanced to third; H McCleney scored.",187,2,188,7,188,7,187,2,4,True,0,188,BB RBI,0,,292,169
2023,211,1,38,S Fischer popped up to ss (1-0 B).,187,2,188,7,188,7,187,2,4,True,0,188,P6,6,,37,169
2023,211,1,39,"D Gibson fouled out to lf, SF, RBI (3-2 BBSBFF); V Hayward scored.",187,2,188,8,188,8,187,2,4,True,1,188,FF7 SF RBI,7,,308,169
2023,211,1,40,D Wisz flied out to lf (1-0 B).,187,2,188,8,188,8,187,2,4,True,2,188,F7,7,,657,169
2023,211,1,41,E Piancastel singled through the left side (0-2 KK).,187,2,188,8,187,2,188,8,4,False,0,188,1B LS,7,left side,42,656
2023,211,1,42,G Svekis singled through the right side (1-2 BFF); E Piancastel advanced to second.,187,2,188,8,187,2,188,8,4,False,0,188,1B RS,9,right side,23,656
2023,211,1,43,DJ Sanders struck out swinging (1-2 KKFFBS).,187,2,188,8,187,2,188,8,4,False,0,188,KS,0,,32,656
