season,game_id,game_number,play_seq_num,narrative,home_team_id,home_team_score,away_team_id,away_team_score,offensive_team_id,offensive_team_score,defensive_team_id,defensive_team_score,inning,top_bottom_flag,outs,winning_team_id,action,hit_location,hit_location_description,batter_id,pitcher_id
2020,1,1,-1,Start of game,7,0,9,0,9,0,7,0,1,True,0,,,,,,
2020,1,1,1,K Becker grounded out to ss (0-1 K).,7,0,9,0,9,0,7,0,1,True,0,,63,6,,17,33
2020,1,1,2,H McCleney struck out looking (3-2 KBSBFBK).,7,0,9,0,9,0,7,0,1,True,1,,KL,0,,28,33
2020,1,1,3,N Myers hit by pitch (0-2 FK).,7,0,9,0,9,0,7,0,1,True,2,,HBP,0,,63,33
2020,1,1,4,T Edwards reached on a fielder's choice (2-2 FBKBF); N Myers out at second 2b to ss.,7,0,9,0,9,0,7,0,1,True,2,,FC,0,,46,33
2020,1,1,5,"V Hayward out at first p to 2b, bunt (0-1 K).",7,0,9,0,7,0,9,0,1,False,0,,14 BU,1,,3,40
2020,1,1,6,A Leach lined out to 3b (3-2 KKBBB).,7,0,9,0,7,0,9,0,1,False,1,,L5,5,,69,40
2020,1,1,7,J Warren struck out looking (0-2 KKFFFK).,7,0,9,0,7,0,9,0,1,False,2,,KL,0,,30,40
2020,1,1,8,T Vidales walked (3-0 BBBB).,7,0,9,0,9,0,7,0,2,True,0,,BB,0,,29,33
2020,1,1,9,T Vidales advanced to second on a passed ball.,7,0,9,0,9,0,7,0,2,True,0,,,,,,
2020,1,1,10,A Williams pinch ran for T Vidales.,7,0,9,0,9,0,7,0,2,True,0,,,,,,
2020,1,1,11,S Fischer singled through the left side (2-1 FBB); A Williams advanced to third.,7,0,9,0,9,0,7,0,2,True,0,,1B LS,7,left side,37,33
2020,1,1,12,S Fagan struck out swinging (1-2 KKBS).,7,0,9,0,9,0,7,0,2,True,0,,KS,0,,50,33
2020,1,1,13,K Stewart struck out swinging (1-2 BKFS).,7,0,9,0,9,0,7,0,2,True,1,,KS,0,,38,33
2020,1,1,14,M Moultrie struck out looking (0-2 KKFK).,7,0,9,0,9,0,7,0,2,True,2,,KL,0,,49,33
2020,1,1,15,T Vidales to 1b for A Williams.,7,0,9,0,7,0,9,0,2,False,0,,,,,,
2020,1,1,16,G Svekis singled through the left side (2-1 BKB).,7,0,9,0,7,0,9,0,2,False,0,,1B LS,7,left side,23,40
2020,1,1,17,K Mauga flied out to rf (2-0 BB).,7,0,9,0,7,0,9,0,2,False,0,,F9,9,,51,40
2020,1,1,18,J Reed singled to left center (1-2 KKBF); G Svekis advanced to third.,7,0,9,0,7,0,9,0,2,False,1,,1B LC,7,left center,45,40
2020,1,1,19,J Reed stole second.,7,0,9,0,7,0,9,0,2,False,1,,,,,,
2020,1,1,20,"D Sanders reached on a fielder's choice to shortstop, RBI (3-2 KBBSBF); J Reed advanced to third; G Svekis scored.",7,1,9,0,7,1,9,0,2,False,1,7,FC 6 RBI,6,shortstop,32,40
2020,1,1,21,D Sanders stole second.,7,1,9,0,7,1,9,0,2,False,1,7,,,,,
2020,1,1,22,A Ocasio struck out swinging (2-2 KBFBS).,7,1,9,0,7,1,9,0,2,False,1,7,KS,0,,10,40
2020,1,1,23,A Ramirez grounded out to 2b (2-2 FBSFFB).,7,1,9,0,7,1,9,0,2,False,2,7,43,4,,12,40
2020,1,1,24,K Becker grounded out to 2b (0-0).,7,1,9,0,9,0,7,1,3,True,0,7,43,4,,17,33
2020,1,1,25,H McCleney singled through the right side (0-2 KF).,7,1,9,0,9,0,7,1,3,True,1,7,1B RS,9,right side,28,33
