season,game_id,game_number,game_report_id,play_seq_num,action,play_desc,player_id,team_id,period,clock,home_team_id,home_team_score,is_a_play,narrative_formatted,has_error,goals,assists,shots,shots_on_goal,assist_player_id,good_clear,failed_clear,disruptor_player_id,gw_goals,pp_goals,sh_goals,ua_goals,ot_goals,en_goals,gt_goals,fg_goals,shootout_goals,penalties,shot_clock_violations,rcs,ycs,mn_penalties,mj_penalties,match_penalties,fouls,face_won,face_lost,gbs,dc,ct,turnovers,caused_turnover_player_id,caused_turnover_team,d_save,minutes,seconds,goalie_time,ga,saves,goalie_player_id,shots_faced,scoring_play
2021,91,1,91,0,GOALIE,Angie Benson at goalie for 67.,172,67,1,08:00,66,0,True,Angie Benson at goalie for 67.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,1,GOALIE,Britt Read at goalie for 66.,137,66,1,08:00,66,0,True,Britt Read at goalie for 66.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,2,DC,Draw control by 66 Kayla Wood.,179,66,1,08:00,66,0,True,Draw control by 66 Kayla Wood.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,3,SHOT,"GOAL by 66 Halle Majorana (FIRST GOAL), Assist by Kayla Wood.",101,66,1,07:52,66,0,True,"GOAL by 66 Halle Majorana (FIRST GOAL), Assist by Kayla Wood.",False,1,1,1,1,179,0,0,,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,172,1,True
2021,91,1,91,4,DC,Draw control by 67 Marie McCool.,155,67,1,07:52,66,1,True,Draw control by 67 Marie McCool.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,5,SHOT,Shot by 67 Mollie Stevens HIGH.,109,67,1,07:29,66,1,True,Shot by 67 Mollie Stevens HIGH.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,137,0,False
2021,91,1,91,6,YC,Yellow card on 67 Mollie Stevens.,,67,1,07:29,66,1,True,Yellow card on 67 Mollie Stevens.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,7,CLEAR,Clear attempt by 66 good.,,66,1,07:21,66,1,True,Clear attempt by 66 good.,False,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,8,SHOT,Shot by 66 Halle Majorana HIT POST.,101,66,1,06:57,66,1,True,Shot by 66 Halle Majorana HIT POST.,False,0,0,1,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,172,0,False
2021,91,1,91,9,GB,Ground ball pickup by 66 Halle Majorana.,101,66,1,06:45,66,1,True,Ground ball pickup by 66 Halle Majorana.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,10,SHOT,GOAL by 66 Kayla Treanor.,111,66,1,06:33,66,1,True,GOAL by 66 Kayla Treanor.,False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,172,1,True
2021,91,1,91,11,DC,Draw control by 66 Kayla Wood.,179,66,1,06:33,66,2,True,Draw control by 66 Kayla Wood.,False,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,,0,False
2021,91,1,91,12,SHOT,GOAL by 66 Ally Kennedy.,174,66,1,05:55,66,2,True,GOAL by 66 Ally Kennedy.,False,1,0,1,1,,0,0,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,172,1,True
