season,game_id,game_number,play_seq_num,narrative_formatted,start_time,end_time,set_number,set_status_lk,rally_number,play_code,play_text,player_id,serve_ace,serve_error,serve_continue,attack_kill,attack_error,attack_continue,pass_good,pass_error,pass_continue,dig_dig,dig_continue,block_continue,block_stuff,set_assist,set_error,set_continue,home_team_id,home_team_score,away_team_id,away_team_Score,scoring_team_id
2022,151,1,6,"[Team Orange] Kill by Aury Cruz, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,2,Attack,Play 6 - 91 - Attack - Kill - 62325fe271fa9a26c0433dc4,91,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,1,128,0,127
2022,151,1,11,"[Team Blue] Kill by Karsta Lowe, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,3,Attack,Play 11 - 59 - Attack - Kill - 62325ff071fa9a26c0433dca,59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,1,128,1,128
2022,151,1,15,"[Team Orange] Kill by Aury Cruz, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,4,Attack,Play 15 - 91 - Attack - Kill - 6232600f71fa9a26c0433dd7,91,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,2,128,1,127
2022,151,1,29,[Team Blue] Attack Error by Lindsay Stalzer,-1.0,-1.0,1,COMPLETED,5,Attack,Play 29 - 120 - Attack - Error - 6232603b71fa9a26c0433de8,120,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,3,128,1,127
2022,151,1,30,[Team Orange] Service Error by Ali Bastianelli,-1.0,-1.0,1,COMPLETED,6,Serve,Play 30 - 121 - Serve - Error - 6232604c71fa9a26c0433df6,121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127,3,128,2,128
2022,151,1,37,"[Team Blue] Kill by Lindsay Stalzer, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,7,Attack,Play 37 - 120 - Attack - Kill - 6232606e71fa9a26c0433e48,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,3,128,3,128
2022,151,1,42,[Team Orange] Attack Error by Falyn Fonoimoana,-1.0,-1.0,1,COMPLETED,8,Attack,Play 42 - 273 - Attack - Error - 6232608a71fa9a26c0433e68,273,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,3,128,4,128
2022,151,1,46,"[Team Orange] Kill by Aury Cruz, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,9,Attack,Play 46 - 91 - Attack - Kill - 6232609971fa9a26c0433e7b,91,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,4,128,4,127
2022,151,1,57,"[Team Blue] Kill by Lindsay Stalzer, Assist from Eri Xue",-1.0,-1.0,1,COMPLETED,10,Attack,Play 57 - 120 - Attack - Kill - 623260c071fa9a26c0433e9a,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,4,128,5,128
2022,151,1,62,"[Team Orange] Kill by Molly McCage, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,11,Attack,Play 62 - 56 - Attack - Kill - 623260d371fa9a26c0433ea0,56,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,5,128,5,127
2022,151,1,66,"[Team Blue] Kill by Eri Xue, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,12,Attack,Play 66 - 266 - Attack - Kill - 623260ee71fa9a26c0433eb1,266,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,5,128,6,128
2022,151,1,80,"[Team Blue] Kill by Jamie Peterson, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,13,Attack,Play 80 - 269 - Attack - Kill - 6232611871fa9a26c0433ed0,269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,5,128,7,128
2022,151,1,89,"[Team Blue] Attack by Karsta Lowe, Blocked by Kalei Mau",-1.0,-1.0,1,COMPLETED,14,Attack,Play 89 - 59 - Attack - Error - 6232613571fa9a26c0433eda,59,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,6,128,7,127
2022,151,1,91,[Team Orange] Ace by Molly McCage,-1.0,-1.0,1,COMPLETED,15,Serve,Play 91 - 56 - Serve - Ace - 6232615071fa9a26c0433edd,56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127,7,128,7,127
2022,151,1,113,"[Team Orange] Kill by Ali Bastianelli, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,16,Attack,Play 113 - 121 - Attack - Kill - 6232618971fa9a26c0433ef3,121,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,8,128,7,127
2022,151,1,118,"[Team Blue] Kill by Jamie Peterson, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,17,Attack,Play 118 - 269 - Attack - Kill - 6232619d71fa9a26c0433efa,269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,8,128,8,128
2022,151,1,130,"[Team Orange] Kill by Kalei Mau, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,18,Attack,Play 130 - 230 - Attack - Kill - 623261bd71fa9a26c0433f10,230,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,9,128,8,127
2022,151,1,135,"[Team Blue] Attack by Jamie Peterson, Blocked by Ali Bastianelli",-1.0,-1.0,1,COMPLETED,19,Attack,Play 135 - 269 - Attack - Error - 623261d871fa9a26c0433f85,269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,10,128,8,127
2022,151,1,144,"[Team Orange] Kill by Falyn Fonoimoana, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,20,Attack,Play 144 - 273 - Attack - Kill - 623261ed71fa9a26c0433f8f,273,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,11,128,8,127
2022,151,1,149,"[Team Blue] Kill by Karsta Lowe, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,21,Attack,Play 149 - 59 - Attack - Kill - 6232620071fa9a26c0433f9a,59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,11,128,9,128
2022,151,1,153,[Team Orange] Attack Error by Falyn Fonoimoana,-1.0,-1.0,1,COMPLETED,22,Attack,Play 153 - 273 - Attack - Error - 6232622171fa9a26c0433fa3,273,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,11,128,10,128
2022,151,1,178,"[Team Blue] Attack by Lianna Sybeldon, Blocked by Ali Bastianelli",-1.0,-1.0,1,COMPLETED,23,Attack,Play 178 - 114 - Attack - Error - 6232624d71fa9a26c0433fb9,114,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,12,128,10,127
2022,151,1,180,[Team Orange] Ace by Kalei Mau,-1.0,-1.0,1,COMPLETED,24,Serve,Play 180 - 230 - Serve - Ace - 6232626771fa9a26c0433ffa,230,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127,13,128,10,127
2022,151,1,192,"[Team Blue] Attack by Lianna Sybeldon, Blocked by Aury Cruz",-1.0,-1.0,1,COMPLETED,26,Attack,Play 192 - 114 - Attack - Error - 623262f871fa9a26c0434117,114,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,15,128,10,127
2022,151,1,197,"[Team Blue] Attack by Lindsay Stalzer, Blocked by Falyn Fonoimoana",-1.0,-1.0,1,COMPLETED,27,Attack,Play 197 - 120 - Attack - Error - 6232631071fa9a26c043411d,120,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,16,128,10,127
2022,151,1,212,"[Team Blue] Kill by Jamie Peterson, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,28,Attack,Play 212 - 269 - Attack - Kill - 623263d271fa9a26c043413e,269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,16,128,11,128
2022,151,1,221,"[Team Orange] Kill by Falyn Fonoimoana, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,29,Attack,Play 221 - 273 - Attack - Kill - 623263e871fa9a26c0434149,273,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,17,128,11,127
2022,151,1,225,[Team Blue] Attack Error by Lindsay Stalzer,-1.0,-1.0,1,COMPLETED,30,Attack,Play 225 - 120 - Attack - Error - 6232641c71fa9a26c0434285,120,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,18,128,11,127
2022,151,1,229,"[Team Blue] Kill by Jamie Peterson, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,31,Attack,Play 229 - 269 - Attack - Kill - 6232642871fa9a26c043428a,269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,18,128,12,128
2022,151,1,240,"[Team Orange] Kill by Falyn Fonoimoana, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,32,Attack,Play 240 - 273 - Attack - Kill - 623267795150c926e8564df3,273,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,19,128,12,127
2022,151,1,245,"[Team Blue] Kill by Lindsay Stalzer, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,33,Attack,Play 245 - 120 - Attack - Kill - 6232645c71fa9a26c043429b,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,19,128,13,128
2022,151,1,257,"[Team Orange] Attack by Aury Cruz, Blocked by Carli Lloyd",-1.0,-1.0,1,COMPLETED,34,Attack,Play 257 - 91 - Attack - Error - 6232647d71fa9a26c04342b3,91,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,127,19,128,14,128
2022,151,1,259,[Team Blue] Service Error by Lindsay Stalzer,-1.0,-1.0,1,COMPLETED,35,Serve,Play 259 - 120 - Serve - Error - 6232648c71fa9a26c04342c2,120,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127,20,128,14,127
2022,151,1,269,"[Team Orange] Kill by Kalei Mau, Assist from Nootsara Tomkom",-1.0,-1.0,1,COMPLETED,36,Attack,Play 269 - 230 - Attack - Kill - 6232651271fa9a26c04342d9,230,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,21,128,14,127
2022,151,1,286,"[Team Blue] Kill by Lindsay Stalzer, Assist from Carli Lloyd",-1.0,-1.0,1,COMPLETED,37,Attack,Play 286 - 120 - Attack - Kill - 6232654271fa9a26c04342e9,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,127,21,128,15,128
