sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,week,game_num,season_type,G,GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_BA,batting_OBP,batting_SLG,batting_TB,batting_SF,batting_SH,AU_POINTS,pitching_W,pitching_L,pitching_ERA,pitching_SHO,pitching_CG,pitching_SV,pitching_IP_str,pitching_IP,pitching_QS,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,pitching_PI,pitching_PI_balls,pitching_PI_strikes,pitcing_game_score,fielding_position,fielding_IP_str,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_FLD%,fielding_CS,fielding_CS%,fielding_TC,fielding_CH,fielding_RF/9,type,teamId,homeTeamFlg
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,1,0,1,0,32,27,3,7,0,0,1,2,3,1,11,0,0,0,0.259,0.355,0.37,10,0,1,374,0,1,12.833,0,0,0,,,0,13,11,11,0,3,8,0,0,,,,,,2.6666666666666665,,2,59,112,,,58.0,58.0,10,5,0,2,1.0,0,0.0,15,15,2.3275862068965516,Team,9,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,1,0,1,0,34,31,11,13,3,0,0,11,3,0,8,7,7,0,0.419,0.471,0.516,16,0,0,1862,1,0,2.0,0,0,0,,,0,7,3,2,1,3,11,1,0,,,,,,3.6666666666666665,,2,48,85,,,67.0,67.0,10,8,2,3,0.9,0,0.0,20,20,2.417910447761194,Team,7,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,2,0,1,0,28,26,4,6,0,0,1,4,2,0,5,0,0,0,0.231,0.286,0.346,9,0,0,294,0,1,19.194,0,0,0,,,0,21,18,17,4,1,2,0,0,,,,,,2.0,,2,57,89,,,63.0,63.0,16,8,2,3,0.923,0,0.0,26,26,3.4285714285714284,Team,8,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,2,0,1,0,41,40,18,21,4,1,4,17,1,0,2,0,0,0,0.525,0.537,0.975,39,0,0,1962,1,0,4.0,0,0,0,,,0,6,4,4,1,2,5,0,0,,,,,,2.5,,2,33,56,,,65.0,65.0,16,7,0,3,1.0,0,0.0,23,23,3.1846153846153844,Team,6,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,3,0,1,0,29,27,2,6,2,0,0,2,2,0,4,1,1,0,0.222,0.276,0.296,8,0,0,314,0,1,9.333,0,0,0,,,0,11,10,8,2,3,3,0,0,,,,,,1.0,,2,52,81,,,54.0,54.0,15,12,2,0,0.931,0,0.0,29,29,4.5,Team,8,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,3,0,1,0,34,26,10,11,0,0,2,9,3,0,3,2,2,0,0.423,0.467,0.654,17,1,4,1922,1,0,2.0,0,0,0,,,0,6,2,2,0,2,4,0,0,,,,,,2.0,,2,44,79,,,67.0,67.0,17,10,0,0,1.0,0,0.0,27,27,3.626865671641791,Team,7,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,4,0,1,0,34,31,6,11,1,0,1,6,2,0,7,1,1,0,0.355,0.394,0.484,15,0,1,1714,1,0,2.0,0,0,0,,,0,6,2,2,0,3,1,0,0,,,,,,0.3333333333333333,,2,34,59,,,61.0,61.0,19,12,0,9,1.0,0,0.0,31,31,4.573770491803279,Team,6,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,4,0,1,0,27,24,2,6,0,0,0,2,3,0,1,0,0,0,0.25,0.333,0.25,6,0,0,454,0,1,6.0,0,0,0,,,0,11,6,6,1,2,7,0,0,,,,,,3.5,,2,55,86,,,57.0,57.0,14,10,1,0,0.96,0,0.0,25,25,3.789473684210526,Team,9,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,5,0,1,0,34,27,7,8,2,0,1,6,3,1,3,0,0,0,0.296,0.375,0.481,13,1,2,1734,1,0,6.0,0,0,0,,,0,9,6,6,0,6,3,0,2,,,,,,0.5,,2,68,84,,,62.0,62.0,17,8,1,0,0.962,1,0.5,26,26,3.629032258064516,Team,9,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,5,0,1,0,35,28,6,9,3,0,0,4,6,0,3,1,2,1,0.321,0.429,0.429,12,1,0,514,0,0,5.0,0,0,0,,,0,8,7,5,1,3,3,1,0,,,,,,1.0,,2,53,73,,,56.0,56.0,18,8,1,0,0.963,0,0.0,27,27,4.178571428571429,Team,8,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,6,0,1,0,30,29,5,10,1,0,2,5,0,0,2,0,1,1,0.345,0.345,0.586,17,0,1,2004,1,0,0.0,1,1,0,,,0,2,0,0,0,2,11,1,1,,,,,,5.5,,2,34,78,,,63.0,63.0,11,6,0,0,1.0,0,0.0,17,17,2.4285714285714284,Team,7,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,1,6,0,1,0,27,24,0,2,0,1,0,0,2,1,11,0,0,0,0.083,0.185,0.167,4,0,0,154,0,1,5.0,0,0,0,,,0,10,5,5,2,0,2,0,0,,,,,,inf,,2,27,70,,,57.0,57.0,18,9,0,0,1.0,1,1.0,27,27,4.2631578947368425,Team,6,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,7,0,1,0,33,32,6,11,0,0,2,6,1,0,1,1,1,0,0.344,0.364,0.531,17,0,0,1904,1,0,3.0,0,0,0,,,0,12,4,3,1,0,4,0,1,,,,,,inf,,2,29,77,,,60.0,60.0,16,6,1,0,0.957,0,0.0,23,23,3.3,Team,13,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,7,0,1,0,32,31,4,12,2,1,1,3,0,0,4,0,0,0,0.387,0.387,0.613,19,0,1,364,0,1,6.0,0,0,0,,,0,11,6,6,2,1,1,0,1,,,,,,1.0,,2,47,86,,,57.0,57.0,20,9,0,0,1.0,0,0.0,29,29,4.578947368421052,Team,11,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,8,0,1,0,26,25,2,4,0,0,1,1,0,1,7,1,1,0,0.16,0.192,0.28,7,0,0,432,0,1,3.5,0,0,0,,,0,9,5,3,1,1,4,1,0,,,,,,4.0,,2,39,69,,,62.0,62.0,13,7,3,2,0.87,1,0.5,23,23,2.903225806451613,Team,12,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,8,0,1,0,28,26,5,9,0,0,1,5,1,1,4,1,2,1,0.346,0.393,0.462,12,0,0,1714,1,0,1.0,0,0,0,,,0,4,2,1,1,0,7,1,0,,,,,,inf,,2,35,72,,,56.0,56.0,14,6,1,0,0.952,0,0.0,21,21,3.2142857142857144,Team,10,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,9,0,1,0,47,39,13,16,4,2,1,13,8,0,4,1,1,0,0.41,0.511,0.692,27,0,0,1634,1,0,5.0,0,0,0,,,0,12,5,5,1,3,2,0,0,,,,,,0.6666666666666666,,2,55,90,,,56.0,56.0,18,8,1,0,0.963,0,0.0,27,27,4.178571428571429,Team,12,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,9,0,1,0,34,30,5,12,2,0,1,5,3,0,2,0,0,0,0.4,0.441,0.567,17,1,0,744,0,1,10.694,0,0,0,,,0,16,13,11,1,8,4,0,0,,,,,,0.5,,2,90,107,,,50.0,50.0,17,5,2,0,0.917,0,0.0,24,24,3.96,Team,11,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,10,0,1,0,35,31,5,10,2,1,2,4,4,0,3,0,0,0,0.323,0.4,0.645,20,0,0,1944,1,0,4.0,0,0,0,,,0,8,4,4,0,3,7,0,0,,,,,,2.3333333333333335,,2,49,90,,,56.0,56.0,13,8,2,0,0.913,0,0.0,23,23,3.375,Team,10,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,10,0,1,0,32,28,4,8,2,0,0,3,3,0,7,0,0,0,0.286,0.355,0.357,10,0,1,324,0,1,4.0,0,0,0,,,0,10,5,4,2,4,3,0,1,,,,,,0.75,,2,57,94,,,50.0,50.0,18,8,1,0,0.963,0,0.0,27,27,4.68,Team,13,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,11,0,1,0,39,33,9,10,2,1,4,9,5,1,7,0,0,0,0.303,0.41,0.788,26,0,0,1604,1,0,4.0,0,0,0,,,0,7,5,4,1,3,5,1,0,,,,,,1.6666666666666667,,2,48,78,,,48.0,48.0,15,9,1,0,0.96,0,0.0,25,25,4.5,Team,13,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,11,0,1,0,32,28,5,7,3,0,1,3,3,1,5,2,2,0,0.25,0.344,0.464,13,0,0,744,0,1,9.0,0,0,0,,,0,10,9,9,4,5,7,1,1,,,,,,1.4,,2,59,103,,,62.0,62.0,14,4,1,0,0.947,0,0.0,19,19,2.6129032258064515,Team,12,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,12,0,1,0,26,20,1,1,0,0,0,1,4,0,9,1,1,0,0.05,0.208,0.05,1,0,2,272,0,1,2.333,0,0,0,,,0,7,2,2,1,0,3,0,0,,,,,,inf,,2,35,66,,,56.0,56.0,15,6,0,0,1.0,0,0.0,21,21,3.375,Team,11,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,2,12,0,1,0,25,25,2,7,2,0,1,2,0,0,3,0,0,0,0.28,0.28,0.48,12,0,0,1854,1,0,1.0,0,1,0,,,0,1,1,1,0,4,9,0,0,,,,,,2.25,,2,39,67,,,56.0,56.0,13,6,0,0,1.0,0,0.0,19,19,3.0535714285714284,Team,10,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,13,0,1,0,30,29,4,5,1,0,0,2,1,0,3,4,4,0,0.172,0.2,0.207,6,0,0,404,0,1,7.0,0,0,0,,,0,9,7,7,3,2,0,2,0,,,,,,0.0,,2,47,80,,,56.0,56.0,21,3,0,2,1.0,1,1.0,24,24,3.857142857142857,Team,17,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,13,0,1,0,32,28,7,9,0,0,3,7,2,2,0,0,1,1,0.321,0.406,0.643,18,0,0,1694,1,0,2.0,0,1,0,,,0,5,4,2,0,1,3,0,1,,,,,,3.0,,2,39,78,,,63.0,63.0,18,7,2,0,0.926,0,0.0,27,27,3.5714285714285716,Team,15,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,14,0,1,0,30,27,4,6,0,0,1,4,2,0,8,0,1,1,0.222,0.267,0.333,9,1,0,742,0,1,7.0,0,0,0,,,0,5,6,6,1,2,6,2,0,,,,,,3.0,,2,35,65,,,56.0,56.0,13,4,1,0,0.944,1,1.0,18,18,2.732142857142857,Team,16,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,14,0,1,0,26,21,6,5,2,0,1,5,2,2,6,0,1,1,0.238,0.36,0.476,10,0,1,1364,1,0,4.0,0,0,0,,,0,6,4,4,1,2,8,0,0,,,,,,4.0,,2,41,82,,,56.0,56.0,15,4,1,0,0.95,1,1.0,20,20,3.0535714285714284,Team,14,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,15,0,1,0,33,30,7,9,2,0,3,7,2,0,4,0,0,0,0.3,0.344,0.667,20,0,1,970,0,1,4.516,0,0,0,,,0,9,8,4,3,2,6,1,1,,,,,,3.0,,2,51,75,,,58.0,58.0,14,8,1,0,0.957,0,0.0,23,23,3.413793103448276,Team,16,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,15,0,1,0,33,30,8,9,0,0,3,8,2,1,6,0,0,0,0.3,0.364,0.6,18,0,0,1264,1,0,6.0,0,0,0,,,0,9,7,6,3,2,4,0,0,,,,,,2.0,,2,43,73,,,56.0,56.0,17,9,1,0,0.963,0,0.0,27,27,4.178571428571429,Team,15,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,16,0,1,0,40,33,12,14,1,0,4,11,4,1,4,1,1,0,0.424,0.487,0.818,27,1,1,1254,1,0,8.0,0,0,0,,,0,12,9,8,2,6,9,1,1,,,,,,1.5,,2,75,103,,,67.0,67.0,12,3,1,2,0.938,0,0.0,16,16,2.014925373134328,Team,14,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,16,0,1,0,39,32,9,12,2,0,2,8,6,1,9,1,1,0,0.375,0.487,0.625,20,0,0,1184,0,1,8.0,0,0,0,,,0,14,12,8,4,4,4,1,0,,,,,,1.0,,2,51,96,,,52.0,52.0,15,8,2,0,0.92,0,0.0,25,25,3.980769230769231,Team,17,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,17,0,1,0,27,24,1,5,0,0,0,1,2,1,3,0,0,0,0.208,0.296,0.208,5,0,0,2,0,1,17.5,0,0,0,,,0,20,18,15,4,4,4,2,0,,,,,,1.0,,2,66,93,,,65.0,65.0,13,10,2,0,0.92,0,0.0,25,25,3.1846153846153844,Team,17,0
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,17,0,1,0,45,38,18,20,2,1,4,17,4,2,4,4,4,0,0.526,0.591,0.947,36,0,1,2344,1,0,1.0,0,0,0,,,0,5,1,1,0,2,3,1,0,,,,,,1.5,,2,46,73,,,72.0,72.0,18,10,0,2,1.0,0,0.0,28,28,3.5,Team,16,1
softball,v1,2020,2,0,0,,,,None,,,None,None,None None,3,18,0,1,0,25,25,1,3,1,0,1,1,0,0,11,,,0,0.12,0.12,0.28,7,0,0,162,0,1,2.333,0,0,0,,,0,4,2,2,1,0,6,1,0,,,,,,inf,,2,26,57,,,63.0,63.0,13,6,0,0,1.0,0,0.0,19,19,2.7142857142857144,Team,15,0
