sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,week,game_num,season_type,G,GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_BA,batting_OBP,batting_SLG,batting_TB,batting_SF,batting_SH,AU_POINTS,pitching_W,pitching_L,pitching_ERA,pitching_SHO,pitching_CG,pitching_SV,pitching_IP_str,pitching_IP,pitching_QS,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,pitching_PI,pitching_PI_balls,pitching_PI_strikes,pitcing_game_score,fielding_position,fielding_IP_str,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_FLD%,fielding_CS,fielding_CS%,fielding_TC,fielding_CH,fielding_RF/9,type,teamId,homeTeamFlg
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,1,0,1,0,28,26,6,5,1,0,4,6,1,1,4,1,1,0,0.192,0.25,0.692,18,0,0,1870,1,0,2.0,0,0,0,,,0,7,2,2,1,1,5,1,0,,,,,,5.0,,4,27,64,,,49.0,49.0,15,7,1,0,0.957,0,0.0,23,23,4.040816326530612,Team,48,0
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,1,0,1,0,30,27,2,7,0,0,1,2,1,1,5,0,0,0,0.259,0.31,0.37,10,0,1,470,0,1,6.0,0,0,0,,,0,5,6,6,4,1,4,1,1,,,,,,4.0,,4,18,60,,,63.0,63.0,18,7,0,0,1.0,0,0.0,25,25,3.5714285714285716,Team,47,1
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,2,0,1,0,29,27,2,4,0,0,0,1,2,0,6,1,1,0,0.148,0.207,0.148,4,0,0,408,0,1,3.5,0,0,0,,,0,8,3,3,0,0,1,0,1,,,,,,inf,,4,35,61,,,49.0,49.0,17,10,1,5,0.964,0,0.0,28,28,4.959183673469388,Team,49,0
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,2,0,1,0,25,25,3,8,2,0,0,3,0,0,1,0,0,0,0.32,0.32,0.4,10,0,0,1794,1,0,1.0,0,0,1,,,0,4,2,1,0,2,6,0,1,,,,,,3.0,,4,43,83,,,63.0,63.0,14,6,1,0,0.952,0,0.0,21,21,2.857142857142857,Team,46,1
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,3,0,1,0,27,25,3,7,1,0,1,3,0,1,2,1,2,1,0.28,0.296,0.44,11,1,0,1802,1,0,1.0,0,1,0,,,0,5,1,1,0,2,5,0,0,,,,,,2.5,,4,42,72,,,56.0,56.0,15,4,0,1,1.0,0,0.0,19,19,3.0535714285714284,Team,47,0
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,3,0,1,0,27,24,1,5,0,1,0,1,2,0,5,1,1,0,0.208,0.269,0.292,7,0,1,480,0,1,3.0,0,0,0,,,0,7,3,3,1,0,2,1,0,,,,,,inf,,4,34,80,,,67.0,67.0,19,9,0,2,1.0,1,0.5,28,28,3.7611940298507465,Team,49,1
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,4,0,1,0,32,29,6,10,2,0,0,5,0,0,3,0,0,0,0.345,0.323,0.414,12,2,1,1844,1,0,1.0,0,1,0,,,0,0,1,1,0,2,5,1,1,,,,,,2.5,,4,38,59,,,56.0,56.0,16,8,2,3,0.923,0,0.0,26,26,3.857142857142857,Team,46,0
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,4,0,1,0,25,21,1,0,0,0,0,1,2,1,5,2,2,0,0.0,0.12,0.0,0,1,0,398,0,1,3.889,0,0,0,,,0,10,6,4,0,0,3,0,0,,,,,,inf,,4,35,76,,,62.0,62.0,19,9,1,0,0.966,0,0.0,29,29,4.064516129032258,Team,48,1
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,5,0,1,0,34,30,2,7,2,0,1,2,2,2,5,0,0,0,0.233,0.324,0.4,12,0,0,948,0,1,2.0,0,0,0,,,0,7,3,2,1,4,2,0,1,,,,,,0.5,,4,52,82,,,58.0,58.0,19,12,0,0,1.0,0,0.0,31,31,4.810344827586207,Team,49,0
softball,v1,2021,4,0,0,,,,None,,,None,None,None None,1,5,0,1,0,32,27,3,7,1,0,1,3,4,0,2,1,1,0,0.259,0.355,0.407,11,0,1,1386,1,0,1.75,0,0,0,,,0,7,2,2,1,2,5,2,0,,,,,,2.5,,4,34,74,,,63.0,63.0,20,10,0,3,1.0,0,0.0,30,30,4.285714285714286,Team,48,1
