sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,week,game_num,season_type,G,GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_BA,batting_OBP,batting_SLG,batting_TB,batting_SF,batting_SH,AU_POINTS,pitching_W,pitching_L,pitching_ERA,pitching_SHO,pitching_CG,pitching_SV,pitching_IP_str,pitching_IP,pitching_QS,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,pitching_PI,pitching_PI_balls,pitching_PI_strikes,pitcing_game_score,fielding_position,fielding_IP_str,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_FLD%,fielding_CS,fielding_CS%,fielding_TC,fielding_CH,fielding_RF/9,type,teamId,homeTeamFlg
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,1,1,1,1,33,26,4,6,1,0,0,3,4,1,6,2,2,0,0.231,0.355,0.269,7,0,2,1824,1,0,3.0,0,0,0,,,0,8,3,3,3,3,5,0,0,,,,,,1.6666666666666667,,13,52,81,,,56.0,56.0,16,10,0,6,1.0,0,0.0,26,26,4.178571428571429,Team,168,0
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,1,1,1,1,30,27,3,8,1,0,3,3,3,0,5,0,0,0,0.296,0.367,0.667,18,0,0,558,0,1,3.0,0,0,0,,,0,6,4,3,0,4,6,1,1,,,,,,1.5,,13,55,82,,,56.0,56.0,16,8,0,0,1.0,0,0.0,24,24,3.857142857142857,Team,167,1
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,2,1,1,1,28,23,2,3,1,0,1,1,3,2,7,0,0,0,0.13,0.286,0.304,7,0,0,442,0,1,4.667,0,0,0,,,0,8,4,4,1,2,5,0,0,,,,,,2.5,,13,37,71,,,48.0,48.0,13,5,1,0,0.947,0,0.0,19,19,3.375,Team,166,0
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,2,1,1,1,28,26,4,8,4,0,1,4,2,0,5,0,0,0,0.308,0.357,0.577,15,0,0,1850,1,0,2.0,0,0,1,,,0,3,2,2,1,3,7,2,1,,,,,,2.3333333333333335,,13,54,69,,,56.0,56.0,14,7,0,3,1.0,0,0.0,21,21,3.375,Team,169,1
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,3,1,1,1,34,27,5,8,0,0,0,4,5,1,3,1,1,0,0.296,0.412,0.296,8,1,0,460,0,1,7.0,0,0,0,,,0,7,6,6,3,2,7,1,1,,,,,,3.5,,13,49,89,,,48.0,48.0,11,5,2,0,0.889,0,0.0,18,18,3.0,Team,169,0
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,3,1,1,1,30,27,6,7,1,0,3,6,2,1,7,1,1,0,0.259,0.333,0.63,17,0,0,1868,1,0,4.0,0,0,1,,,0,8,5,4,0,5,3,1,0,,,,,,0.6,,13,60,73,,,56.0,56.0,18,10,2,2,0.933,0,0.0,30,30,4.5,Team,167,1
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,4,1,1,1,29,28,1,6,2,0,0,1,1,0,11,0,0,0,0.214,0.241,0.286,8,0,0,2092,1,0,0.0,0,0,1,,,0,2,0,0,0,6,2,0,0,,,,,,0.3333333333333333,,13,56,68,,,56.0,56.0,19,7,0,4,1.0,0,0.0,26,26,4.178571428571429,Team,168,0
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,4,1,1,1,27,19,0,2,0,0,0,0,6,0,2,0,0,0,0.105,0.32,0.105,2,0,2,162,0,1,1.0,0,0,0,,,0,6,1,1,0,1,11,0,0,,,,,,11.0,,13,36,84,,,56.0,56.0,10,4,0,0,1.0,0,0.0,14,14,2.25,Team,166,1
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,5,1,1,1,35,32,9,12,1,1,4,9,2,1,9,0,0,0,0.375,0.429,0.844,27,0,0,1968,1,0,3.0,0,0,1,,,0,8,3,3,0,5,4,3,0,,,,,,0.8,,13,65,88,,,56.0,56.0,15,4,0,0,1.0,0,0.0,19,19,3.0535714285714284,Team,169,0
softball,v1,2022,13,0,0,,,,None,,,None,None,None None,1,5,1,1,1,37,29,3,8,1,0,0,3,5,3,4,1,1,0,0.276,0.432,0.31,9,0,0,458,0,1,9.0,0,0,0,,,0,12,9,9,4,2,9,1,1,,,,,,4.5,,13,52,97,,,56.0,56.0,11,4,0,3,1.0,0,0.0,15,15,2.4107142857142856,Team,168,1
