sport,api_version,season,seasonId,weekNumber,gameNumber,seasonType,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,week,game_num,season_type,G,GS,batting_PA,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_K,batting_SB,batting_SBA,batting_CS,batting_BA,batting_OBP,batting_SLG,batting_TB,batting_SF,batting_SH,AU_POINTS,pitching_W,pitching_L,pitching_ERA,pitching_SHO,pitching_CG,pitching_SV,pitching_IP_str,pitching_IP,pitching_QS,pitching_H,pitching_R,pitching_ER,pitching_HR,pitching_BB,pitching_SO,pitching_HBP,pitching_WP,pitching_WHIP,pitching_H9,pitching_HR9,pitching_BB9,pitching_SO9,pitching_SO/BB,pitching_RA9,pitching_PI,pitching_PI_balls,pitching_PI_strikes,pitcing_game_score,fielding_position,fielding_IP_str,fielding_IP,fielding_PO,fielding_A,fielding_E,fielding_DP,fielding_FLD%,fielding_CS,fielding_CS%,fielding_TC,fielding_CH,fielding_RF/9,type,teamId,homeTeamFlg
aux_softball,v1,2022,39,0,0,,294,35,35,OF,,Nicole,Rangel-Mendes,Nicole Rangel-Mendes,1,1,1,1,,4,3,1,0,0,0,0,1,1,0,1,0,0,0,0.0,0.25,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,RF,7.0,7.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,252,0
aux_softball,v1,2022,39,0,0,,36,4,4,IF,,Amanda,Chidester,Amanda Chidester,1,1,1,1,,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,1,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1B,7.0,7.0,6,0,0,3,1.0,0,0.0,6,6,7.714285714285714,Player,252,0
aux_softball,v1,2022,39,0,0,,293,73,73,RHP,,Rachele,Fico,Rachele Fico,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,126,1,0,2.3333333,0,0,0,3.0,3.0,0,2,1,1,1,1,1,0,0,1.0,6.0,3.0,3.0,3.0,1.0,3.0,35,15,20,51.0,P,3.0,3.0,1,0,0,0,1.0,0,0.0,1,1,3.0,Player,252,0
aux_softball,v1,2022,39,0,0,,307,48,48,RHP,,Georgina,Corrick,Georgina Corrick,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,104,0,0,7.0,0,0,0,2.0,2.0,0,4,2,2,0,1,0,1,0,2.5,18.0,0.0,4.5,0.0,0.0,9.0,43,16,27,39.0,P,2.0,2.0,0,1,0,0,1.0,0,0.0,1,1,4.5,Player,252,0
aux_softball,v1,2022,39,0,0,,198,96,96,IF,,Sis,Bates,Sis Bates,1,1,1,1,,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1,0,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,SS,7.0,7.0,1,5,0,2,1.0,0,0.0,6,6,7.714285714285714,Player,252,0
aux_softball,v1,2022,39,0,0,,37,52,52,IF,,Sam,Fischer,Sam Fischer,1,1,1,1,,4,3,1,2,1,0,0,1,1,0,1,0,0,0,0.667,0.75,1.0,3,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,3B,7.0,7.0,0,1,0,1,1.0,0,0.0,1,1,1.2857142857142858,Player,252,0
aux_softball,v1,2022,39,0,0,,304,98,98,C,,Maddi,Hackbarth,Maddi Hackbarth,,,0,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,252,0
aux_softball,v1,2022,39,0,0,,84,18,18,OF,,Morgan,Zerkle,Morgan Zerkle,1,1,1,1,,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,0.0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,LF,7.0,7.0,3,0,0,0,1.0,0,0.0,3,3,3.857142857142857,Player,252,0
aux_softball,v1,2022,39,0,0,,309,14,14,IF,,Aly,Harrell,Aly Harrell,,,1,,,4,3,2,1,1,0,0,0,0,1,1,0,0,0,0.333,0.5,0.667,2,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player,252,0
aux_softball,v1,2022,39,0,0,,171,40,40,RHP,,Alyssa,Denham,Alyssa Denham,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,124,0,0,0.0,0,0,0,2.0,2.0,0,3,0,0,0,1,1,0,0,2.0,13.5,0.0,4.5,4.5,1.0,0.0,37,16,21,50.0,P,2.0,2.0,0,0,0,0,0.0,0,0.0,0,0,0.0,Player,252,0
